Ensembl ID(supplied by Ensembl)	Ensembl gene ID	Approved symbol	Previous symbols	Synonyms
ENSG00000283296		MIR4256		hsa-mir-4256
ENSG00000264553		MIR4257		hsa-mir-4257
ENSG00000264349		MIR4258		hsa-mir-4258
ENSG00000266458		MIR4259		hsa-mir-4259
ENSG00000283876		MIR4260		hsa-mir-4260
ENSG00000265418		MIR4261		hsa-mir-4261
ENSG00000265172		MIR4262		hsa-mir-4262
ENSG00000265321		MIR4263		hsa-mir-4263
ENSG00000266436		MIR4264		hsa-mir-4264
ENSG00000264934		MIR4265		hsa-mir-4265
ENSG00000265965		MIR4266		hsa-mir-4266
ENSG00000265682		MIR4267		hsa-mir-4267
ENSG00000266518		MIR4268		hsa-mir-4268
ENSG00000265215		MIR4269		hsa-mir-4269
ENSG00000263573		MIR4270		hsa-mir-4270
ENSG00000264633		MIR4271		hsa-mir-4271
ENSG00000283298		MIR4272		hsa-mir-4272
ENSG00000266396		MIR4273		hsa-mir-4273
ENSG00000266690		MIR4274		hsa-mir-4274
ENSG00000283275		MIR4275		hsa-mir-4275
ENSG00000265846		MIR4276		hsa-mir-4276
ENSG00000263746		MIR4277		hsa-mir-4277
ENSG00000283420		MIR4278		hsa-mir-4278
ENSG00000266243		MIR4279		hsa-mir-4279
ENSG00000265919	ENSG00000265919	MIR4280		hsa-mir-4280
ENSG00000266329		MIR4281		hsa-mir-4281
ENSG00000266180		MIR4282		hsa-mir-4282
ENSG00000264426		MIR4283-1		hsa-mir-4283-1
ENSG00000265214		MIR4283-2		hsa-mir-4283-2
ENSG00000265724		MIR4284		hsa-mir-4284
ENSG00000264675		MIR4285		hsa-mir-4285
ENSG00000263762		MIR4286		hsa-mir-4286
ENSG00000265847		MIR4287		hsa-mir-4287
ENSG00000265251		MIR4288		hsa-mir-4288
ENSG00000265873		MIR4289		hsa-mir-4289
ENSG00000263967		MIR4290		hsa-mir-4290
ENSG00000227555	ENSG00000227555	MIR4290HG		
ENSG00000265347		MIR4291		hsa-mir-4291
ENSG00000265806		MIR4292		hsa-mir-4292
ENSG00000266321		MIR4293		hsa-mir-4293
ENSG00000264800		MIR4294		hsa-mir-4294
ENSG00000264763		MIR4295		hsa-mir-4295
ENSG00000264572		MIR4296		hsa-mir-4296
ENSG00000266676		MIR4297		hsa-mir-4297
ENSG00000264493		MIR4298		hsa-mir-4298
ENSG00000266645		MIR4299		hsa-mir-4299
ENSG00000264110		MIR4300		hsa-mir-4300
ENSG00000245832	ENSG00000245832	MIR4300HG		
ENSG00000265140		MIR4301		hsa-mir-4301
ENSG00000283603		MIR4302		hsa-mir-4302
ENSG00000263890		MIR4303		hsa-mir-4303
ENSG00000265526		MIR4304		hsa-mir-4304
ENSG00000264171		MIR4305		hsa-mir-4305
ENSG00000263615		MIR4306		hsa-mir-4306
ENSG00000265165		MIR4307		hsa-mir-4307
ENSG00000257612	ENSG00000257612	MIR4307HG		
ENSG00000265432		MIR4308		hsa-mir-4308
ENSG00000266015		MIR4309		hsa-mir-4309
ENSG00000264850		MIR4310		hsa-mir-4310
ENSG00000263512		MIR4311		hsa-mir-4311
ENSG00000265195		MIR4312		hsa-mir-4312
ENSG00000284385		MIR4313		hsa-mir-4313
ENSG00000264005		MIR4314		hsa-mir-4314
ENSG00000284055		MIR4315-1		hsa-mir-4315-1
ENSG00000284172		MIR4315-2		hsa-mir-4315-2
ENSG00000264060		MIR4316		hsa-mir-4316
ENSG00000283532		MIR4317		hsa-mir-4317
ENSG00000266530		MIR4318		hsa-mir-4318
ENSG00000265957		MIR4319		hsa-mir-4319
ENSG00000283343		MIR4320		hsa-mir-4320
ENSG00000284272		MIR4321		hsa-mir-4321
ENSG00000264266	ENSG00000264266	MIR4322		hsa-mir-4322
ENSG00000266226		MIR4323		hsa-mir-4323
ENSG00000265407		MIR4324		hsa-mir-4324
ENSG00000266666		MIR4325		hsa-mir-4325
ENSG00000266104		MIR4326		hsa-mir-4326
ENSG00000265007		MIR4327		hsa-mir-4327
ENSG00000283622		MIR4328		hsa-mir-4328
ENSG00000283775		MIR4329		hsa-mir-4329
ENSG00000265789		MIR4330		hsa-mir-4330
		MIR4417		hsa-mir-4417
ENSG00000266564		MIR4418		hsa-mir-4418
		MIR4419A		hsa-mir-4419a
		MIR4419B		hsa-mir-4419b
ENSG00000264773		MIR4420		hsa-mir-4420
ENSG00000265538		MIR4421		hsa-mir-4421
ENSG00000265822		MIR4422		hsa-mir-4422
ENSG00000231090	ENSG00000231090	MIR4422HG		RP11-101C11.1
ENSG00000266110		MIR4423		hsa-mir-4423
ENSG00000266417		MIR4424		hsa-mir-4424
ENSG00000264371		MIR4425		hsa-mir-4425
ENSG00000283795		MIR4426		hsa-mir-4426
ENSG00000265744		MIR4427		hsa-mir-4427
ENSG00000266262		MIR4428		hsa-mir-4428
ENSG00000264010		MIR4429		hsa-mir-4429
ENSG00000283591		MIR4430		hsa-mir-4430
ENSG00000264975		MIR4431		hsa-mir-4431
ENSG00000266078		MIR4432		hsa-mir-4432
	ENSG00000223929	MIR4432HG		
ENSG00000283222		MIR4433A	MIR4433	hsa-mir-4433
ENSG00000264297		MIR4433B		hsa-mir-4433b
ENSG00000283204		MIR4434		hsa-mir-4434
ENSG00000265507	ENSG00000265507	MIR4435-1		hsa-mir-4435-1
ENSG00000266139	ENSG00000266139	MIR4435-2		hsa-mir-4435-2
ENSG00000172965	ENSG00000172965	MIR4435-2HG	MIR4435-1HG	LINC00978, AGD2, AK001796, lncRNA-AWPPH, MORRBID
ENSG00000265510		MIR4436A		hsa-mir-4436a
ENSG00000264979		MIR4436B1	MIR4436B	hsa-mir-4436b
ENSG00000263881		MIR4436B2		hsa-mir-4436b-2
ENSG00000266705		MIR4437		hsa-mir-4437
ENSG00000265734		MIR4438		hsa-mir-4438
ENSG00000263828		MIR4439		hsa-mir-4439
ENSG00000266109		MIR4440		hsa-mir-4440
ENSG00000264810		MIR4441		hsa-mir-4441
ENSG00000283971		MIR4442		hsa-mir-4442
ENSG00000265483		MIR4443		hsa-mir-4443
ENSG00000284252		MIR4444-1	MIR4444	hsa-mir-4444, miR-4444-1
ENSG00000266780		MIR4444-2		hsa-mir-4444-2
ENSG00000265956		MIR4445		hsa-mir-4445
ENSG00000265253		MIR4446		hsa-mir-4446
ENSG00000265433		MIR4447		hsa-mir-4447
ENSG00000263932	ENSG00000263932	MIR4448		hsa-mir-4448
ENSG00000264585		MIR4449		hsa-mir-4449
ENSG00000263445		MIR4450		hsa-mir-4450
ENSG00000266421		MIR4451		hsa-mir-4451
ENSG00000266515		MIR4452		hsa-mir-4452
ENSG00000283792	ENSG00000283792	MIR4453		hsa-mir-4453
ENSG00000268471	ENSG00000268471	MIR4453HG	LINC02486	DKFZP434I0714
ENSG00000283468		MIR4454		hsa-mir-4454
ENSG00000263458		MIR4455		hsa-mir-4455
ENSG00000264233		MIR4456		hsa-mir-4456
ENSG00000263670		MIR4457		hsa-mir-4457
ENSG00000284000	ENSG00000284000	MIR4458		hsa-mir-4458
ENSG00000247516	ENSG00000247516	MIR4458HG		
		MIR4459		hsa-mir-4459
ENSG00000265691		MIR4460		hsa-mir-4460
		MIR4461		hsa-mir-4461
ENSG00000263926		MIR4462		hsa-mir-4462
ENSG00000263533	ENSG00000263533	MIR4463		hsa-mir-4463
ENSG00000266760		MIR4464		hsa-mir-4464
ENSG00000264390		MIR4465		hsa-mir-4465
ENSG00000271899		MIR4466		hsa-mir-4466
ENSG00000284596		MIR4467		hsa-mir-4467
ENSG00000284028		MIR4468		hsa-mir-4468
ENSG00000284062		MIR4469		hsa-mir-4469
ENSG00000264408		MIR4470		hsa-mir-4470
ENSG00000265599		MIR4471		hsa-mir-4471
ENSG00000265247		MIR4472-1		hsa-mir-4472-1
ENSG00000264037		MIR4472-2		hsa-mir-4472-2
ENSG00000263790		MIR4473		hsa-mir-4473
ENSG00000264941		MIR4474		hsa-mir-4474
ENSG00000266255		MIR4475		hsa-mir-4475
ENSG00000265368		MIR4476		hsa-mir-4476
ENSG00000276029		MIR4477A		hsa-mir-4477a
ENSG00000266017		MIR4477B		hsa-mir-4477b
ENSG00000266583		MIR4478		hsa-mir-4478
ENSG00000266507		MIR4479		hsa-mir-4479
ENSG00000263584		MIR4480		hsa-mir-4480
ENSG00000283699		MIR4481		hsa-mir-4481
ENSG00000266852		MIR4482	MIR4482-1	hsa-mir-4482
ENSG00000283656		MIR4483		hsa-mir-4483
ENSG00000265092		MIR4484		hsa-mir-4484
ENSG00000283813		MIR4485		hsa-mir-4485
ENSG00000265210		MIR4486		hsa-mir-4486
ENSG00000264583		MIR4487		hsa-mir-4487
ENSG00000266006		MIR4488		hsa-mir-4488
ENSG00000265874		MIR4489		hsa-mir-4489
ENSG00000266703		MIR4490		hsa-mir-4490
ENSG00000264032		MIR4491		hsa-mir-4491
ENSG00000264211		MIR4492		hsa-mir-4492
ENSG00000265357		MIR4493		hsa-mir-4493
ENSG00000264906	ENSG00000264906	MIR4494		hsa-mir-4494
ENSG00000265861		MIR4495		hsa-mir-4495
ENSG00000284388		MIR4496		hsa-mir-4496
ENSG00000263510	ENSG00000263510	MIR4497		hsa-mir-4497
ENSG00000266704	ENSG00000266704	MIR4498		hsa-mir-4498
ENSG00000263978		MIR4499		hsa-mir-4499
ENSG00000266052		MIR4500		hsa-mir-4500
ENSG00000228824	ENSG00000228824	MIR4500HG		
ENSG00000283487		MIR4501		hsa-mir-4501
ENSG00000265450		MIR4502		hsa-mir-4502
ENSG00000266327		MIR4503		hsa-mir-4503
ENSG00000264712		MIR4504		hsa-mir-4504
ENSG00000264741		MIR4505		hsa-mir-4505
ENSG00000265768		MIR4506		hsa-mir-4506
ENSG00000264024		MIR4507		hsa-mir-4507
ENSG00000265673		MIR4508		hsa-mir-4508
ENSG00000276941		MIR4509-1		hsa-mir-4509-1
ENSG00000266039		MIR4509-2		hsa-mir-4509-2
ENSG00000263964		MIR4509-3		hsa-mir-4509-3
ENSG00000265098		MIR4510		hsa-mir-4510
ENSG00000264737		MIR4511		hsa-mir-4511
ENSG00000266589		MIR4512		hsa-mir-4512
ENSG00000264386		MIR4513		hsa-mir-4513
ENSG00000265855		MIR4514		hsa-mir-4514
ENSG00000263643		MIR4515		hsa-mir-4515
ENSG00000265867		MIR4516		hsa-mir-4516
ENSG00000284541		MIR4517		hsa-mir-4517
ENSG00000266305		MIR4518		hsa-mir-4518
ENSG00000265991		MIR4519		hsa-mir-4519
ENSG00000264468		MIR4520-1	MIR4520A	hsa-mir-4520a
ENSG00000283301		MIR4520-2	MIR4520B	hsa-mir-4520b
ENSG00000283160		MIR4521		hsa-mir-4521
ENSG00000263583		MIR4522		hsa-mir-4522
ENSG00000284162		MIR4523		hsa-mir-4523
ENSG00000283385		MIR4524A	MIR4524	hsa-mir-4524
ENSG00000265331		MIR4524B		hsa-mir-4524b
ENSG00000266107		MIR4525		hsa-mir-4525
ENSG00000263527		MIR4526		hsa-mir-4526
ENSG00000266582	ENSG00000266582	MIR4527		hsa-mir-4527
ENSG00000267761	ENSG00000267761	MIR4527HG		
ENSG00000263872		MIR4528		hsa-mir-4528
ENSG00000264571		MIR4529		hsa-mir-4529
ENSG00000266559		MIR4530		hsa-mir-4530
ENSG00000283673		MIR4531		hsa-mir-4531
		MIR4532		hsa-mir-4532
ENSG00000266140		MIR4533		hsa-mir-4533
ENSG00000284266	ENSG00000284266	MIR4534		hsa-mir-4534
ENSG00000266887		MIR4535		hsa-mir-4535
ENSG00000283334	ENSG00000283334	MIR4536-1	MIR4536	hsa-mir-4536
ENSG00000266328	ENSG00000266328	MIR4536-2		hsa-mir-4536-2
ENSG00000264781		MIR4537		hsa-mir-4537
ENSG00000263413		MIR4538		hsa-mir-4538
ENSG00000265612		MIR4539		hsa-mir-4539
ENSG00000264922	ENSG00000264922	MIR4540		hsa-mir-4540
ENSG00000263676		MIR4632		hsa-mir-4632
ENSG00000264563		MIR4633		hsa-mir-4633
ENSG00000266890		MIR4634		hsa-mir-4634
ENSG00000263834		MIR4635		hsa-mir-4635
ENSG00000266415		MIR4636		hsa-mir-4636
ENSG00000264792		MIR4637		hsa-mir-4637
ENSG00000264732		MIR4638		hsa-mir-4638
ENSG00000263712		MIR4639		hsa-mir-4639
ENSG00000284370		MIR4640		hsa-mir-4640
ENSG00000266494	ENSG00000266494	MIR4641		hsa-mir-4641
ENSG00000266619		MIR4642		hsa-mir-4642
ENSG00000263734		MIR4643		hsa-mir-4643
ENSG00000266245		MIR4644		hsa-mir-4644
ENSG00000266750		MIR4645		hsa-mir-4645
ENSG00000266776		MIR4646		hsa-mir-4646
ENSG00000284427		MIR4647		hsa-mir-4647
ENSG00000264357		MIR4648		hsa-mir-4648
ENSG00000284412		MIR4649		hsa-mir-4649
ENSG00000266525	ENSG00000266525	MIR4650-1		hsa-mir-4650-1
ENSG00000264494	ENSG00000264494	MIR4650-2		hsa-mir-4650-2
ENSG00000284334		MIR4651		hsa-mir-4651
ENSG00000265423		MIR4652		hsa-mir-4652
ENSG00000264425		MIR4653		hsa-mir-4653
ENSG00000266144		MIR4654		hsa-mir-4654
ENSG00000265089		MIR4655		hsa-mir-4655
ENSG00000264474		MIR4656		hsa-mir-4656
ENSG00000284261		MIR4657		hsa-mir-4657
ENSG00000284518		MIR4658		hsa-mir-4658
ENSG00000266038		MIR4659A		hsa-mir-4659a
ENSG00000283386		MIR4659B		hsa-mir-4659b
ENSG00000263407		MIR4660		hsa-mir-4660
ENSG00000266194		MIR4661		hsa-mir-4661
ENSG00000283609		MIR4662A		hsa-mir-4662a
ENSG00000263735		MIR4662B		hsa-mir-4662b
ENSG00000266324		MIR4663		hsa-mir-4663
ENSG00000265660		MIR4664		hsa-mir-4664
ENSG00000263575		MIR4665		hsa-mir-4665
ENSG00000266174		MIR4666A	MIR4666	hsa-mir-4666
ENSG00000264090		MIR4666B		hsa-mir-4666b
ENSG00000263892		MIR4667		hsa-mir-4667
ENSG00000266315		MIR4668		hsa-mir-4668
ENSG00000263897		MIR4669		hsa-mir-4669
ENSG00000264158		MIR4670		hsa-mir-4670
ENSG00000264377		MIR4671		hsa-mir-4671
ENSG00000263979		MIR4672		hsa-mir-4672
ENSG00000263403		MIR4673		hsa-mir-4673
ENSG00000265181		MIR4674		hsa-mir-4674
ENSG00000265372		MIR4675		hsa-mir-4675
ENSG00000266719		MIR4676		hsa-mir-4676
ENSG00000265201		MIR4677		hsa-mir-4677
ENSG00000283672		MIR4678		hsa-mir-4678
ENSG00000283664		MIR4679-1		hsa-mir-4679-1
ENSG00000265375		MIR4679-2		hsa-mir-4679-2
ENSG00000284482		MIR4680		hsa-mir-4680
ENSG00000265719		MIR4681		hsa-mir-4681
ENSG00000265370		MIR4682		hsa-mir-4682
ENSG00000284265		MIR4683		hsa-mir-4683
ENSG00000265422		MIR4684		hsa-mir-4684
ENSG00000264610		MIR4685		hsa-mir-4685
ENSG00000265258		MIR4686		hsa-mir-4686
ENSG00000284525		MIR4687		hsa-mir-4687
ENSG00000264102		MIR4688		hsa-mir-4688
ENSG00000264101		MIR4689		hsa-mir-4689
ENSG00000266041		MIR4690		hsa-mir-4690
ENSG00000284435		MIR4691		hsa-mir-4691
ENSG00000265064		MIR4692		hsa-mir-4692
ENSG00000264200		MIR4693		hsa-mir-4693
ENSG00000264309		MIR4694		hsa-mir-4694
ENSG00000265606		MIR4695		hsa-mir-4695
ENSG00000265902		MIR4696		hsa-mir-4696
ENSG00000284020	ENSG00000284020	MIR4697		hsa-mir-4697
ENSG00000280237	ENSG00000280237	MIR4697HG		LINC00947, LOC283174
ENSG00000263838		MIR4698		hsa-mir-4698
ENSG00000265227		MIR4699		hsa-mir-4699
ENSG00000284143		MIR4700		hsa-mir-4700
ENSG00000264201		MIR4701		hsa-mir-4701
ENSG00000266611		MIR4703		hsa-mir-4703
ENSG00000263561		MIR4704		hsa-mir-4704
ENSG00000264482		MIR4705		hsa-mir-4705
ENSG00000266531		MIR4706		hsa-mir-4706
ENSG00000284118		MIR4707		hsa-mir-4707
ENSG00000266740		MIR4708		hsa-mir-4708
ENSG00000283944		MIR4709		hsa-mir-4709
ENSG00000265291		MIR4710		hsa-mir-4710
ENSG00000266150		MIR4711		hsa-mir-4711
ENSG00000284284		MIR4712		hsa-mir-4712
ENSG00000266593		MIR4713		hsa-mir-4713
ENSG00000259240	ENSG00000259240	MIR4713HG		RP11-108K3.1
ENSG00000264480		MIR4714		hsa-mir-4714
ENSG00000266517		MIR4715		hsa-mir-4715
ENSG00000264210		MIR4716		hsa-mir-4716
ENSG00000264004		MIR4717		hsa-mir-4717
ENSG00000264733		MIR4718		hsa-mir-4718
ENSG00000266426		MIR4719		hsa-mir-4719
ENSG00000284473	ENSG00000284473	MIR4720		hsa-mir-4720
ENSG00000283845		MIR4721		hsa-mir-4721
ENSG00000284585		MIR4722		hsa-mir-4722
ENSG00000284532		MIR4723		hsa-mir-4723
ENSG00000284424		MIR4724		hsa-mir-4724
ENSG00000265976		MIR4725		hsa-mir-4725
ENSG00000273627		MIR4726		hsa-mir-4726
ENSG00000274054		MIR4727		hsa-mir-4727
ENSG00000265178		MIR4728		hsa-mir-4728
ENSG00000263857		MIR4729		hsa-mir-4729
ENSG00000264961		MIR4730		hsa-mir-4730
ENSG00000265110		MIR4731		hsa-mir-4731
ENSG00000284085	ENSG00000284085	MIR4732		hsa-mir-4732
ENSG00000265444		MIR4733		hsa-mir-4733
ENSG00000275238		MIR4734		hsa-mir-4734
ENSG00000265986		MIR4735		hsa-mir-4735
ENSG00000264399		MIR4736		hsa-mir-4736
ENSG00000264049		MIR4737		hsa-mir-4737
ENSG00000283853		MIR4738		hsa-mir-4738
ENSG00000266665		MIR4739		hsa-mir-4739
ENSG00000266392		MIR4740		hsa-mir-4740
ENSG00000284331		MIR4741		hsa-mir-4741
ENSG00000266618		MIR4742		hsa-mir-4742
ENSG00000266276		MIR4743		hsa-mir-4743
ENSG00000263849		MIR4744		hsa-mir-4744
ENSG00000284361		MIR4745		hsa-mir-4745
ENSG00000266437		MIR4746		hsa-mir-4746
ENSG00000263409		MIR4747		hsa-mir-4747
ENSG00000265879		MIR4748		hsa-mir-4748
ENSG00000265954		MIR4749		hsa-mir-4749
ENSG00000284394		MIR4750		hsa-mir-4750
ENSG00000283842		MIR4751		hsa-mir-4751
ENSG00000264703		MIR4752		hsa-mir-4752
ENSG00000263439		MIR4753		hsa-mir-4753
ENSG00000266640		MIR4754		hsa-mir-4754
ENSG00000264616		MIR4755		hsa-mir-4755
ENSG00000265595		MIR4756		hsa-mir-4756
ENSG00000266738		MIR4757		hsa-mir-4757
ENSG00000284074		MIR4758		hsa-mir-4758
ENSG00000266133		MIR4759		hsa-mir-4759
ENSG00000263973		MIR4760		hsa-mir-4760
ENSG00000284031		MIR4761		hsa-mir-4761
ENSG00000264160		MIR4762		hsa-mir-4762
ENSG00000284175		MIR4763		hsa-mir-4763
ENSG00000266012		MIR4764		hsa-mir-4764
ENSG00000265057		MIR4765		hsa-mir-4765
ENSG00000266594		MIR4766		hsa-mir-4766
ENSG00000264268		MIR4767		hsa-mir-4767
ENSG00000265465		MIR4768		hsa-mir-4768
ENSG00000263858		MIR4769		hsa-mir-4769
ENSG00000265284		MIR4770		hsa-mir-4770
ENSG00000264793		MIR4771-1		hsa-mir-4771-1
ENSG00000266063		MIR4771-2		hsa-mir-4771-2
ENSG00000264764		MIR4772		hsa-mir-4772
ENSG00000264684	ENSG00000264684	MIR4773-1		hsa-mir-4773-1
ENSG00000283569	ENSG00000283569	MIR4773-2		hsa-mir-4773-2
ENSG00000265694	ENSG00000265694	MIR4774		hsa-mir-4774
ENSG00000284079		MIR4775		hsa-mir-4775
ENSG00000266354	ENSG00000266354	MIR4776-1		hsa-mir-4776-1
ENSG00000283637	ENSG00000283637	MIR4776-2		hsa-mir-4776-2
ENSG00000263641		MIR4777		hsa-mir-4777
ENSG00000264525		MIR4778		hsa-mir-4778
ENSG00000265420		MIR4779		hsa-mir-4779
ENSG00000265003		MIR4780		hsa-mir-4780
ENSG00000283749		MIR4781		hsa-mir-4781
ENSG00000265429		MIR4782		hsa-mir-4782
ENSG00000264075		MIR4783		hsa-mir-4783
ENSG00000284149		MIR4784		hsa-mir-4784
ENSG00000283734		MIR4785		hsa-mir-4785
ENSG00000264279		MIR4786		hsa-mir-4786
ENSG00000272543		MIR4787		hsa-mir-4787
ENSG00000284561		MIR4788		hsa-mir-4788
ENSG00000264974		MIR4789		hsa-mir-4789
ENSG00000265180		MIR4790		hsa-mir-4790
ENSG00000271898		MIR4791		hsa-mir-4791
		MIR4792		hsa-mir-4792, miR-4792
ENSG00000284575		MIR4793		hsa-mir-4793
ENSG00000264470		MIR4794		hsa-mir-4794
ENSG00000264119		MIR4795		hsa-mir-4795
ENSG00000264623		MIR4796		hsa-mir-4796
ENSG00000265850		MIR4797		hsa-mir-4797
ENSG00000264658		MIR4798		hsa-mir-4798
ENSG00000264274		MIR4799		hsa-mir-4799
ENSG00000284276		MIR4800		hsa-mir-4800
ENSG00000264319		MIR4801		hsa-mir-4801
ENSG00000263642		MIR4802		hsa-mir-4802
ENSG00000264099		MIR4803		hsa-mir-4803
ENSG00000263593		MIR4804		hsa-mir-4804
ENSG00000265390		MIR4999		hsa-mir-4999
ENSG00000263909		MIR5000		hsa-mir-5000
ENSG00000284407		MIR5001		hsa-mir-5001
ENSG00000266383		MIR5002		hsa-mir-5002
ENSG00000265160		MIR5003		hsa-mir-5003
ENSG00000284256		MIR5004		hsa-mir-5004
ENSG00000284584		MIR5006		hsa-mir-5006
ENSG00000264387		MIR5007		hsa-mir-5007
ENSG00000264483		MIR5008		hsa-mir-5008
ENSG00000264796		MIR5009		hsa-mir-5009
ENSG00000283929		MIR5010		hsa-mir-5010
ENSG00000263354		MIR5011		hsa-mir-5011
ENSG00000284368		MIR5047		hsa-mir-5047
ENSG00000283676		MIR5087		hsa-mir-5087
ENSG00000274306		MIR5088		hsa-mir-5088
ENSG00000264999		MIR5089		hsa-mir-5089
ENSG00000284176		MIR5090		hsa-mir-5090
ENSG00000266240		MIR5091		hsa-mir-5091
ENSG00000264986		MIR5092		hsa-mir-5092
ENSG00000266307		MIR5093		hsa-mir-5093
ENSG00000264966		MIR5094		hsa-mir-5094
		MIR5095		hsa-mir-5095
		MIR5096		hsa-mir-5096
ENSG00000263795		MIR5100		hsa-mir-5100
ENSG00000264330		MIR5186		hsa-mir-5186
ENSG00000284035		MIR5187		hsa-mir-5187
ENSG00000265345		MIR5188		hsa-mir-5188
ENSG00000263456		MIR5189		hsa-mir-5189
ENSG00000266146		MIR5190		hsa-mir-5190
ENSG00000264802		MIR5191		hsa-mir-5191
ENSG00000266097		MIR5192		hsa-mir-5192
ENSG00000283726		MIR5193		hsa-mir-5193
ENSG00000264653		MIR5194		hsa-mir-5194
ENSG00000265929		MIR5195		hsa-mir-5195
ENSG00000284034		MIR5196		hsa-mir-5196
ENSG00000266478		MIR5197		hsa-mir-5197
ENSG00000264824		MIR5571		hsa-mir-5571
ENSG00000284059		MIR5572		hsa-mir-5572
ENSG00000266570	ENSG00000266570	MIR5579		hsa-mir-5579
ENSG00000266431		MIR5580		hsa-mir-5580
ENSG00000263675		MIR5581		hsa-mir-5581
ENSG00000263540		MIR5582		hsa-mir-5582
ENSG00000266148		MIR5583-1		hsa-mir-5583-1
ENSG00000283645		MIR5583-2		hsa-mir-5583-2
ENSG00000263381	ENSG00000263381	MIR5584		hsa-mir-5584
ENSG00000266203	ENSG00000266203	MIR5585		hsa-mir-5585
ENSG00000263629		MIR5586		hsa-mir-5586
ENSG00000266124		MIR5587		hsa-mir-5587
ENSG00000264614		MIR5588		hsa-mir-5588
ENSG00000266204		MIR5589		hsa-mir-5589
ENSG00000263783		MIR5590		hsa-mir-5590
ENSG00000264621		MIR5591		hsa-mir-5591
ENSG00000266756		MIR5680		hsa-mir-5680
ENSG00000266502	ENSG00000266502	MIR5681A		hsa-mir-5681a
ENSG00000283505		MIR5681B		hsa-mir-5681b
ENSG00000264477		MIR5682		hsa-mir-5682
ENSG00000283616		MIR5683		hsa-mir-5683
ENSG00000263800		MIR5684		hsa-mir-5684
ENSG00000264056		MIR5685		hsa-mir-5685
		MIR5686		hsa-mir-5686
ENSG00000265135		MIR5687		hsa-mir-5687
ENSG00000264084		MIR5688		hsa-mir-5688
ENSG00000263705		MIR5689		hsa-mir-5689
ENSG00000229401	ENSG00000229401	MIR5689HG		
ENSG00000265527		MIR5690		hsa-mir-5690
ENSG00000264984		MIR5691		hsa-mir-5691
ENSG00000266318		MIR5692A1		hsa-mir-5692a-1
ENSG00000264512		MIR5692A2		hsa-mir-5692a-2
ENSG00000264580		MIR5692B		hsa-mir-5692b
ENSG00000265924		MIR5692C1		hsa-mir-5692c-1
ENSG00000266668		MIR5692C2		hsa-mir-5692c-2
ENSG00000266072		MIR5693		hsa-mir-5693
ENSG00000265993		MIR5694		hsa-mir-5694
ENSG00000266721		MIR5695		hsa-mir-5695
ENSG00000264857		MIR5696		hsa-mir-5696
ENSG00000265521	ENSG00000265521	MIR5697		hsa-mir-5697
ENSG00000263987	ENSG00000263987	MIR5698		hsa-mir-5698
ENSG00000263511		MIR5699		hsa-mir-5699
ENSG00000266099		MIR5700		hsa-mir-5700
ENSG00000266545		MIR5701-1		hsa-mir-5701-1
ENSG00000277841		MIR5701-2		hsa-mir-5701-2
ENSG00000264902		MIR5701-3		
ENSG00000263363		MIR5702		hsa-mir-5702
ENSG00000284092		MIR5703		hsa-mir-5703
ENSG00000265859		MIR5704		hsa-mir-5704
ENSG00000263981		MIR5705		hsa-mir-5705
ENSG00000264536		MIR5706		hsa-mir-5706
ENSG00000265598		MIR5707		hsa-mir-5707
ENSG00000265588		MIR5708		hsa-mir-5708
ENSG00000276162		MIR5739		hsa-mir-5739
ENSG00000275334		MIR5787		hsa-mir-5787
ENSG00000275836	ENSG00000275836	MIR6068		hsa-mir-6068
ENSG00000274280		MIR6069		hsa-mir-6069
ENSG00000278433		MIR6070		hsa-mir-6070
ENSG00000278783		MIR6071		hsa-mir-6071
ENSG00000278069		MIR6072		hsa-mir-6072
ENSG00000284094		MIR6073		hsa-mir-6073
ENSG00000276878		MIR6074		hsa-mir-6074
ENSG00000273742		MIR6075		hsa-mir-6075
ENSG00000278038		MIR6076		hsa-mir-6076
ENSG00000278596	ENSG00000278596	MIR6077	MIR6077-2, MIR6077-1	hsa-mir-6077-1, hsa-mir-6077-2
		MIR6077-2		hsa-mir-6077-2
ENSG00000274809		MIR6078		hsa-mir-6078
ENSG00000283477		MIR6079		hsa-mir-6079
ENSG00000278581		MIR6080		hsa-mir-6080
ENSG00000274115		MIR6081		hsa-mir-6081
ENSG00000278502		MIR6082		hsa-mir-6082
ENSG00000276656		MIR6083		hsa-mir-6083
ENSG00000284005	ENSG00000284005	MIR6084		hsa-mir-6084
ENSG00000275451		MIR6085		hsa-mir-6085
ENSG00000283493		MIR6086		hsa-mir-6086
		MIR6087		hsa-mir-6087
ENSG00000275726		MIR6088		hsa-mir-6088
ENSG00000277120		MIR6089	MIR6089-1, MIR6089-2	hsa-mir-6089-1
		MIR6089-2		hsa-mir-6089-2
ENSG00000276176		MIR6090		hsa-mir-6090
ENSG00000275373		MIR6124		hsa-mir-6124
ENSG00000284360		MIR6125		hsa-mir-6125
ENSG00000273776		MIR6126		hsa-mir-6126
ENSG00000276835		MIR6127		hsa-mir-6127
ENSG00000274770		MIR6128		hsa-mir-6128
ENSG00000273500		MIR6129		hsa-mir-6129
ENSG00000275469		MIR6130		hsa-mir-6130
ENSG00000277073		MIR6131		hsa-mir-6131
ENSG00000283923		MIR6132		hsa-mir-6132
ENSG00000276137		MIR6133		hsa-mir-6133
